UserID,Game,Action,Hours
53875128.0,Deus Ex Human Revolution,play,21.0
53875128.0,Middle-earth Shadow of Mordor,play,19.6
53875128.0,RUNNING WITH RIFLES,play,18.5
53875128.0,Deus Ex Human Revolution - Director's Cut,play,18.3
53875128.0,Batman Arkham City GOTY,play,16.9
53875128.0,Tropico 4,play,14.3
53875128.0,Cave Story+,play,13.7
53875128.0,Dust An Elysian Tail,play,13.4
53875128.0,South Park The Stick of Truth,play,12.2
53875128.0,Saints Row IV,play,11.1
53875128.0,DayZ,play,11.0
53875128.0,Half-Life 2,play,10.2
53875128.0,Reassembly,play,10.1
53875128.0,Sid Meier's Civilization III Complete,play,9.8
53875128.0,The Talos Principle,play,9.8
53875128.0,DiRT 3,play,9.7
53875128.0,FTL Faster Than Light,play,9.7
53875128.0,Bastion,play,9.6
53875128.0,Age of Empires II HD Edition,play,9.0
53875128.0,Batman Arkham Asylum GOTY Edition,play,8.9
53875128.0,Gunpoint,play,8.6
53875128.0,Rebuild 3 Gangs of Deadsville,play,8.4
53875128.0,Recettear An Item Shop's Tale,play,8.3
53875128.0,Metro 2033,play,7.8
53875128.0,Fallout New Vegas,play,7.5
53875128.0,Overgrowth,play,7.3
53875128.0,Assassin's Creed III,play,7.2
53875128.0,Ori and the Blind Forest,play,7.0
53875128.0,Far Cry 3 Blood Dragon,play,6.7
53875128.0,Game Dev Tycoon,play,6.4
53875128.0,Gratuitous Space Battles,play,6.0
53875128.0,Sid Meier's Civilization V,play,5.9
53875128.0,Plague Inc Evolved,play,5.6
53875128.0,Rivals of Aether,play,5.5
53875128.0,Half-Life 2 Episode Two,play,5.5
53875128.0,Rise of Nations Extended Edition,play,5.2
53875128.0,Nidhogg,play,4.9
53875128.0,Spec Ops The Line,play,4.4
53875128.0,Wolfenstein The New Order,play,4.0
53875128.0,Epic Battle Fantasy 4,play,4.0
53875128.0,Dead Space,play,3.3
53875128.0,Hotline Miami,play,3.2
53875128.0,NOT A HERO,play,3.0
53875128.0,Crypt of the NecroDancer,play,2.8
53875128.0,Portal,play,2.8
53875128.0,F.E.A.R. 2 Project Origin,play,2.8
53875128.0,Kairo,play,2.5
53875128.0,SNOW,play,2.5
53875128.0,The Binding of Isaac,play,2.4
53875128.0,LEGO The Lord of the Rings,play,2.2
53875128.0,METAL GEAR RISING REVENGEANCE,play,2.2
53875128.0,Starpoint Gemini 2,play,2.0
53875128.0,Mass Effect,play,1.9
53875128.0,Arma 2 Operation Arrowhead,play,1.8
53875128.0,Banished,play,1.8
53875128.0,Left 4 Dead,play,1.7
53875128.0,Sonic Adventure 2 ,play,1.6
53875128.0,Grand Theft Auto IV,play,1.5
53875128.0,Battlestations Midway,play,1.4
53875128.0,HOARD,play,1.4
53875128.0,Sunless Sea,play,1.3
53875128.0,Mark of the Ninja,play,1.3
53875128.0,L.A. Noire,play,1.3
53875128.0,Creeper World 3 Arc Eternal,play,1.1
53875128.0,Turbo Dismount,play,1.1
53875128.0,Floating Point,play,1.1
53875128.0,LUFTRAUSERS,play,1.0
53875128.0,Arma 2,play,1.0
53875128.0,No Time To Explain Remastered,play,0.9
53875128.0,FEZ,play,0.9
53875128.0,Delver,play,0.9
53875128.0,The Legend of Heroes Trails in the Sky,play,0.9
53875128.0,Evoland,play,0.9
53875128.0,Bleed,play,0.8
53875128.0,Borderlands 2,play,0.8
53875128.0,Race The Sun,play,0.8
53875128.0,Shadowgrounds,play,0.8
53875128.0,They Bleed Pixels,play,0.8
53875128.0,BioShock,play,0.8
53875128.0,Symphony,play,0.7
53875128.0,DLC Quest,play,0.7
53875128.0,Far Cry 2,play,0.7
53875128.0,The Stanley Parable,play,0.6
53875128.0,Freedom Planet,play,0.6
53875128.0,Osmos,play,0.6
53875128.0,Secrets of Rtikon,play,0.6
53875128.0,Oil Rush,play,0.6
53875128.0,Unepic,play,0.6
53875128.0,FINAL FANTASY VII,play,0.6
53875128.0,The Legend of Korra,play,0.5
53875128.0,404Sight,play,0.5
53875128.0,Dark Souls Prepare to Die Edition,play,0.5
53875128.0,Gravity Ghost,play,0.5
53875128.0,Psychonauts,play,0.5
53875128.0,Rock of Ages,play,0.5
53875128.0,Half-Life 2 Lost Coast,play,0.5
53875128.0,Galcon Legends,play,0.5
53875128.0,Air Brawl,play,0.5
53875128.0,Cat Goes Fishing,play,0.5
53875128.0,One Finger Death Punch,play,0.5
53875128.0,Mind Path to Thalamus Enhanced Edition,play,0.4
53875128.0,INK,play,0.4
53875128.0,Fieldrunners,play,0.4
53875128.0,Out There Somewhere,play,0.4
53875128.0,KAMI,play,0.4
53875128.0,Lone Survivor The Director's Cut,play,0.4
53875128.0,NightSky,play,0.4
53875128.0,Frozen Synapse,play,0.4
53875128.0,Spintires,play,0.4
53875128.0,Ziggurat,play,0.4
53875128.0,Dead Island,play,0.3
53875128.0,Sonic & All-Stars Racing Transformed,play,0.3
53875128.0,Crysis 2 Maximum Edition,play,0.3
53875128.0,Strike Vector,play,0.3
53875128.0,Prison Architect,play,0.3
53875128.0,Lego Harry Potter,play,0.3
53875128.0,Super Hexagon,play,0.2
53875128.0,Valkyria Chronicles,play,0.2
53875128.0,Shatter,play,0.2
53875128.0,Proteus,play,0.2
53875128.0,Spelunky,play,0.2
53875128.0,Astebreed,play,0.2
53875128.0,STAR WARS Knights of the Old Republic II The Sith Lords,play,0.2
53875128.0,Phantom Breaker Battle Grounds,play,0.2
53875128.0,Tom Clancy's Splinter Cell Chaos Theory,play,0.2
53875128.0,The Witcher Enhanced Edition,play,0.2
53875128.0,Risk of Rain,play,0.2
53875128.0,Afterlife Empire,play,0.2
53875128.0,BattleBlock Theater,play,0.2
53875128.0,BIT.TRIP RUNNER,play,0.1
53875128.0,Coin Crypt,play,0.1
53875128.0,Skullgirls,play,0.1
53875128.0,The Crew,play,0.1
53875128.0,Metro Last Light Redux,play,0.1
53875128.0,Sonic Generations,play,0.1
53875128.0,Ethan Meteor Hunter,play,0.1
140954425.0,Team Fortress 2,play,13.0
26122540.0,Call of Duty Modern Warfare 2 - Multiplayer,play,92.0
26122540.0,Call of Duty Modern Warfare 2,play,47.0
26122540.0,Call of Duty Black Ops - Multiplayer,play,22.0
26122540.0,Counter-Strike Source,play,10.3
26122540.0,Dungeon Defenders,play,6.8
176410694.0,Dota 2,play,9.1
197278511.0,Dota 2,play,0.5
150128162.0,Team Fortress 2,play,42.0
197455089.0,Dota 2,play,3.4
63024728.0,Empire Total War,play,42.0
297811211.0,ARK Survival Evolved,play,29.0
297811211.0,Team Fortress 2,play,10.1
297811211.0,Unturned,play,5.6
76933274.0,Alien Swarm,play,1.0
218323237.0,Tomb Raider,play,8.8
218323237.0,TERA,play,0.9
302186258.0,Dota 2,play,4.2
126340495.0,Dota 2,play,1784.0
126340495.0,Counter-Strike Global Offensive,play,626.0
126340495.0,Counter-Strike Source,play,176.0
126340495.0,Rust,play,69.0
126340495.0,Dead Island Riptide,play,13.6
126340495.0,Flatout 3,play,11.7
126340495.0,Garry's Mod,play,10.2
126340495.0,Outlast,play,4.1
126340495.0,Robocraft,play,2.3
126340495.0,Far Cry 3,play,2.2
126340495.0,Everlasting Summer,play,0.6
126340495.0,War Thunder,play,0.4
126340495.0,DCS World,play,0.3
194895541.0,Dota 2,play,1.1
194895541.0,Tactical Intervention,play,0.4
170625356.0,Dota 2,play,7.4
167362888.0,Dota 2,play,135.0
208649703.0,Counter-Strike Global Offensive,play,125.0
225987202.0,Dota 2,play,3.8
195071563.0,Dota 2,play,6.2
254906420.0,Team Fortress 2,play,1.2
247160953.0,Dota 2,play,1.9
144138643.0,Dota 2,play,5.2
97298878.0,Medal of Honor(TM) Multiplayer,play,44.0
97298878.0,Max Payne 2 The Fall of Max Payne,play,32.0
97298878.0,Middle-earth Shadow of Mordor,play,26.0
97298878.0,Mafia II,play,15.9
97298878.0,Space Pirates and Zombies,play,9.5
97298878.0,Revenge of the Titans,play,9.2
97298878.0,Dota 2,play,8.6
97298878.0,A Virus Named TOM,play,8.3
97298878.0,Europa Universalis III,play,8.3
97298878.0,Awesomenauts,play,8.2
97298878.0,Super Puzzle Platformer Deluxe,play,5.9
97298878.0,Super Meat Boy,play,4.7
97298878.0,LIMBO,play,1.3
97298878.0,Mark of the Ninja,play,0.9
97298878.0,Burnout Paradise The Ultimate Box,play,0.6
97298878.0,Mirror's Edge,play,0.5
97298878.0,Painkiller Overdose,play,0.4
97298878.0,Osmos,play,0.1
173909336.0,America's Army Proving Grounds,play,1118.0
173909336.0,APB Reloaded,play,5.9
198572546.0,Dota 2,play,12.7
219509107.0,Dota 2,play,2.1
202906503.0,Dota 2,play,10.4
92107940.0,Garry's Mod,play,40.0
92107940.0,ORION Prelude,play,10.0
92107940.0,Hotline Miami,play,8.4
92107940.0,Goat Simulator,play,1.9
92107940.0,Hotline Miami 2 Wrong Number,play,0.8
251431515.0,Dota 2,play,0.9
233558010.0,Deadpool,play,34.0
99189757.0,Team Fortress 2,play,1085.0
30695285.0,Counter-Strike Condition Zero,play,36.0
30695285.0,Counter-Strike,play,0.2
259648553.0,Mad Max,play,16.9
48845802.0,Counter-Strike,play,211.0
48845802.0,Mount & Blade Warband,play,78.0
48845802.0,Call of Duty Black Ops,play,11.3
48845802.0,Tom Clancy's Ghost Recon Phantoms - EU,play,7.8
48845802.0,Left 4 Dead,play,1.1
48845802.0,SMITE,play,0.9
48845802.0,Ricochet,play,0.3
48845802.0,Kane & Lynch 2 Dog Days,play,0.2
226212066.0,Unturned,play,15.0
226212066.0,Garry's Mod,play,10.8
226212066.0,PAYDAY 2,play,6.7
226212066.0,Team Fortress 2,play,3.6
226212066.0,AdVenture Capitalist,play,2.1
226212066.0,DiggerOnline,play,0.9
226212066.0,Survarium,play,0.7
226212066.0,Heroes & Generals,play,0.2
221430493.0,Dota 2,play,5.3
62923086.0,Counter-Strike,play,91.0
250006052.0,The Elder Scrolls V Skyrim,play,465.0
250006052.0,Project CARS,play,40.0
65117175.0,Defense Grid The Awakening,play,66.0
65117175.0,Broken Age,play,35.0
65117175.0,Cloud Chamber,play,22.0
65117175.0,Stacking,play,19.6
65117175.0,Ghostbusters The Video Game,play,16.3
65117175.0,Faerie Solitaire,play,14.7
65117175.0,Dreamfall Chapters,play,14.6
65117175.0,Portal Stories Mel,play,14.3
65117175.0,Universe Sandbox,play,13.3
65117175.0,Portal 2,play,11.3
65117175.0,Toki Tori,play,11.2
65117175.0,Hacker Evolution,play,9.5
65117175.0,Thomas Was Alone,play,9.0
65117175.0,Little Inferno,play,8.9
65117175.0,BIT.TRIP RUNNER,play,8.6
65117175.0,The Stanley Parable,play,7.1
65117175.0,Costume Quest,play,7.1
65117175.0,RUSH,play,7.1
65117175.0,Return to Mysterious Island 2,play,5.9
65117175.0,Deus Ex Game of the Year Edition,play,5.6
65117175.0,Portal 2 - The Final Hours,play,5.6
65117175.0,AaAaAA!!! - A Reckless Disregard for Gravity,play,5.3
65117175.0,Audiosurf,play,5.2
65117175.0,Machinarium,play,5.1
65117175.0,VVVVVV,play,5.1
65117175.0,Quantum Conundrum,play,4.3
65117175.0,Mission Control NanoMech,play,4.1
65117175.0,Defense Grid 2 A Matter of Endurance,play,4.1
65117175.0,Alan Wake's American Nightmare,play,3.7
65117175.0,Sam & Max 101 Culture Shock,play,3.7
65117175.0,Back to the Future Ep 2 - Get Tannen!,play,3.6
65117175.0,Torchlight II,play,3.6
65117175.0,Back to the Future Ep 5 - OUTATIME,play,3.4
65117175.0,Sam & Max 102 Situation Comedy,play,3.2
65117175.0,Jamestown,play,3.2
65117175.0,Oozi Earth Adventure,play,3.1
65117175.0,Back to the Future Ep 1 - It's About Time,play,2.9
65117175.0,Back to the Future Ep 4 - Double Visions,play,2.8
65117175.0,Organ Trail Director's Cut,play,2.7
65117175.0,Back to the Future Ep 3 - Citizen Brown,play,2.6
65117175.0,Fester Mudd Curse of the Gold - Episode 1,play,2.3
65117175.0,BIT.TRIP BEAT,play,2.2
65117175.0,Braid,play,2.2
65117175.0,A Virus Named TOM,play,2.1
65117175.0,FTL Faster Than Light,play,2.0
65117175.0,Super Meat Boy,play,1.2
65117175.0,Bastion,play,1.1
65117175.0,Osmos,play,1.0
65117175.0,Cogs,play,1.0
65117175.0,Botanicula,play,0.9
65117175.0,And Yet It Moves,play,0.8
65117175.0,NightSky,play,0.6
65117175.0,Ticket to Ride,play,0.5
65117175.0,Dear Esther,play,0.3
65117175.0,Crayon Physics Deluxe,play,0.3
227944885.0,Dota 2,play,62.0
144004384.0,Dota 2,play,22.0
236557903.0,Team Fortress 2,play,2.0
236557903.0,S.K.I.L.L. - Special Force 2,play,0.9
236557903.0,BLOCKADE 3D,play,0.3
11373749.0,Team Fortress 2,play,762.0
11373749.0,Rocket League,play,348.0
11373749.0,Left 4 Dead 2,play,270.0
11373749.0,The Elder Scrolls V Skyrim,play,220.0
11373749.0,Audiosurf,play,113.0
11373749.0,Fallout 3 - Game of the Year Edition,play,105.0
11373749.0,The Elder Scrolls IV Oblivion ,play,99.0
11373749.0,Assassin's Creed Brotherhood,play,62.0
11373749.0,Grand Theft Auto V,play,61.0
11373749.0,Saints Row 2,play,58.0
11373749.0,The Witcher Enhanced Edition,play,56.0
11373749.0,Super Meat Boy,play,46.0
11373749.0,Saints Row The Third,play,44.0
11373749.0,Batman Arkham Origins,play,41.0
11373749.0,The Witcher 2 Assassins of Kings Enhanced Edition,play,39.0
11373749.0,The Elder Scrolls III Morrowind,play,38.0
11373749.0,Bookworm Adventures Deluxe,play,38.0
11373749.0,Star Wars Knights of the Old Republic,play,36.0
11373749.0,Sleeping Dogs,play,31.0
11373749.0,GRID,play,31.0
11373749.0,Hidden Object Bundle 4 in 1,play,27.0
11373749.0,Worms Reloaded,play,23.0
11373749.0,FlatOut Ultimate Carnage,play,23.0
11373749.0,SimCity 4 Deluxe,play,23.0
11373749.0,Portal 2,play,22.0
11373749.0,Call of Duty Black Ops - Multiplayer,play,21.0
11373749.0,Rogue Legacy,play,21.0
11373749.0,Chivalry Medieval Warfare,play,19.9
11373749.0,Spelunky,play,19.8
11373749.0,Ghost Master,play,19.7
11373749.0,Peggle Deluxe,play,19.7
11373749.0,Peggle Nights,play,19.5
11373749.0,Sherlock Holmes Nemesis,play,19.4
11373749.0,Tomb Raider,play,18.3
11373749.0,Bejeweled 3,play,18.2
11373749.0,Half-Life 2,play,18.1
11373749.0,Alice Madness Returns,play,17.3
11373749.0,BioShock,play,17.1
11373749.0,The Book of Unwritten Tales,play,15.4
11373749.0,FEZ,play,15.0
11373749.0,The Movies,play,14.5
11373749.0,Guacamelee! Gold Edition,play,14.4
11373749.0,The Walking Dead,play,14.0
11373749.0,MacGuffin's Curse,play,13.8
11373749.0,The Testament of Sherlock Holmes,play,13.8
11373749.0,Bully Scholarship Edition,play,13.5
11373749.0,Indigo Prophecy,play,12.8
11373749.0,Just Cause 2,play,12.7
11373749.0,The Secret of Monkey Island Special Edition,play,12.4
11373749.0,Kingdoms of Amalur Reckoning,play,12.4
11373749.0,"Cook, Serve, Delicious!",play,11.6
11373749.0,Deponia The Complete Journey,play,11.3
11373749.0,Game Dev Tycoon,play,11.3
11373749.0,Prison Architect,play,11.2
11373749.0,Bastion,play,11.1
11373749.0,Call of Duty Modern Warfare 2,play,11.0
11373749.0,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,play,10.7
11373749.0,DiRT 2,play,10.5
11373749.0,Worms Clan Wars,play,10.4
11373749.0,Ghostbusters The Video Game,play,10.1
11373749.0,Monkey Island 2 Special Edition,play,9.8
11373749.0,Vessel,play,9.7
11373749.0,4 Elements,play,9.4
11373749.0,Cryostasis,play,9.3
11373749.0,The Ball,play,9.0
11373749.0,TrackMania Stadium,play,8.8
11373749.0,Aura Fate of the Ages,play,8.4
11373749.0,Eets,play,7.8
11373749.0,Trials 2 Second Edition,play,7.7
11373749.0,Grim Legends The Forsaken Bride,play,7.7
11373749.0,Call of Duty Modern Warfare 2 - Multiplayer,play,7.7
11373749.0,Machinarium,play,7.6
11373749.0,Call of Duty Black Ops,play,7.5
11373749.0,Nightmares from the Deep 2 The Siren`s Call,play,7.4
11373749.0,Banished,play,7.2
11373749.0,Lara Croft and the Guardian of Light,play,7.2
11373749.0,Goat Simulator,play,7.0
11373749.0,Abyss The Wraiths of Eden,play,6.8
11373749.0,Anodyne,play,6.7
11373749.0,Penumbra Overture,play,6.6
11373749.0,Osmos,play,6.5
11373749.0,The Maw,play,6.5
11373749.0,Psychonauts,play,6.1
11373749.0,Poker Night at the Inventory,play,5.9
11373749.0,Penumbra Black Plague,play,5.7
11373749.0,Sinister City,play,5.6
11373749.0,S.T.A.L.K.E.R. Shadow of Chernobyl,play,5.5
11373749.0,Counter-Strike Global Offensive,play,5.5
11373749.0,Cargo! - The quest for gravity,play,5.4
11373749.0,Rocketbirds Hardboiled Chicken,play,5.3
11373749.0,"Papers, Please",play,5.2
11373749.0,Insanely Twisted Shadow Planet,play,5.1
11373749.0,Surgeon Simulator,play,4.9
11373749.0,Cities Skylines,play,4.7
11373749.0,Alchemy Mysteries Prague Legends,play,4.6
11373749.0,Clockwork Tales Of Glass and Ink,play,4.5
11373749.0,CID The Dummy,play,4.4
11373749.0,Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,play,4.4
11373749.0,Portal,play,4.4
11373749.0,Puzzle Agent 2,play,4.3
11373749.0,Torchlight II,play,4.2
11373749.0,9 Clues The Secret of Serpent Creek,play,4.2
11373749.0,The Tiny Bang Story,play,4.2
11373749.0,Braid,play,4.1
11373749.0,VVVVVV,play,4.0
11373749.0,And Yet It Moves,play,4.0
11373749.0,Shoppe Keep,play,3.6
11373749.0,Windosill,play,3.4
11373749.0,Plants vs. Zombies Game of the Year,play,3.4
11373749.0,Sam & Max 105 Reality 2.0,play,3.3
11373749.0,Tales of Monkey Island Chapter 5 - Rise of the Pirate God,play,3.2
11373749.0,ibb & obb,play,3.2
11373749.0,Monaco,play,3.1
11373749.0,Sam & Max 106 Bright Side of the Moon,play,2.8
11373749.0,Alien Swarm,play,2.7
11373749.0,Chime,play,2.7
11373749.0,RollerCoaster Tycoon 3 Platinum!,play,2.6
11373749.0,"Ben There, Dan That!",play,2.5
11373749.0,Hector Ep 1,play,2.4
11373749.0,Resident Evil 5 / Biohazard 5,play,2.4
11373749.0,Dungeon Defenders,play,2.3
11373749.0,The Wolf Among Us,play,2.3
11373749.0,Fate of the World,play,2.3
11373749.0,State of Decay,play,2.3
11373749.0,Dota 2,play,2.2
11373749.0,Contagion,play,2.1
11373749.0,Shatter,play,2.0
11373749.0,World of Goo,play,2.0
11373749.0,Toki Tori,play,1.9
11373749.0,Octodad Dadliest Catch,play,1.8
11373749.0,TRAUMA,play,1.8
11373749.0,Trials Evolution Gold Edition,play,1.5
11373749.0,Half-Life,play,1.5
11373749.0,"Sam & Max 103 The Mole, the Mob and the Meatball",play,1.5
11373749.0,Penumbra Requiem,play,1.5
11373749.0,Plain Sight,play,1.4
11373749.0,The Cave,play,1.4
11373749.0,Crayon Physics Deluxe,play,1.4
11373749.0,Sonic & All-Stars Racing Transformed,play,1.4
11373749.0,Just Cause 2 Multiplayer Mod,play,1.3
11373749.0,Garry's Mod,play,1.3
11373749.0,Blocks That Matter,play,1.1
11373749.0,"Time Gentlemen, Please!",play,1.0
11373749.0,Trine 2,play,1.0
11373749.0,Dark Souls Prepare to Die Edition,play,0.9
11373749.0,Blur,play,0.9
11373749.0,YOU DON'T KNOW JACK Vol. 1 XL,play,0.8
11373749.0,Unturned,play,0.8
11373749.0,Port of Call,play,0.8
11373749.0,Magicka,play,0.7
11373749.0,The Stanley Parable,play,0.7
11373749.0,Sam & Max 102 Situation Comedy,play,0.7
11373749.0,Zeno Clash,play,0.7
11373749.0,FORCED,play,0.6
11373749.0,Hydrophobia Prophecy,play,0.6
11373749.0,Gravilon,play,0.6
11373749.0,Shadow Puppeteer,play,0.6
11373749.0,The Path - Prologue,play,0.6
11373749.0,Vertiginous Golf,play,0.4
11373749.0,Counter-Strike Source,play,0.4
11373749.0,BattleBlock Theater,play,0.4
11373749.0,EDGE,play,0.4
11373749.0,Shank 2,play,0.3
11373749.0,Fallout New Vegas,play,0.3
11373749.0,Team Fortress Classic,play,0.3
11373749.0,Orcs Must Die!,play,0.3
11373749.0,Tomb Raider I,play,0.3
11373749.0,RUSH,play,0.2
11373749.0,Sid Meier's Civilization IV,play,0.1
140293612.0,Dota 2,play,278.0
187851224.0,Dota 2,play,240.0
192921532.0,Dota 2,play,6.9
54103616.0,Counter-Strike Global Offensive,play,1028.0
54103616.0,Left 4 Dead,play,148.0
54103616.0,The Sims(TM) 3,play,108.0
54103616.0,H1Z1,play,36.0
54103616.0,The Elder Scrolls V Skyrim,play,35.0
54103616.0,Counter-Strike Source,play,32.0
54103616.0,Borderlands 2,play,21.0
54103616.0,Left 4 Dead 2,play,15.8
54103616.0,Need for Speed Undercover,play,15.8
54103616.0,Battlefield Bad Company 2,play,8.6
54103616.0,EasyAntiCheat eSports,play,7.8
54103616.0,Dota 2,play,3.1
54103616.0,Alien Swarm,play,1.9
54103616.0,Terraria,play,1.7
54103616.0,Commandos 3 Destination Berlin,play,1.1
54103616.0,Age of Chivalry,play,0.6
54103616.0,Counter-Strike Condition Zero Deleted Scenes,play,0.4
222277839.0,Dota 2,play,86.0
298547051.0,SMITE,play,33.0
298547051.0,Team Fortress 2,play,3.3
298547051.0,Dota 2,play,0.3
264253640.0,Dota 2,play,142.0
264253640.0,War Inc. Battlezone,play,6.4
264253640.0,Labyronia RPG,play,5.9
264253640.0,Aftermath,play,4.9
264253640.0,Warframe,play,4.2
264253640.0,Archeblade,play,1.9
264253640.0,Tom Clancy's Ghost Recon Phantoms - NA,play,1.1
264253640.0,Fishing Planet,play,0.9
264253640.0,Happy Wars,play,0.7
264253640.0,DiggerOnline,play,0.4
264253640.0,the static speaks my name,play,0.2
125718844.0,Dota 2,play,1.1
230599183.0,Dota 2,play,2.3
280061602.0,METAL GEAR SOLID V GROUND ZEROES,play,3.0
38763767.0,Counter-Strike,play,0.8
164543231.0,Garry's Mod,play,105.0
164543231.0,Team Fortress 2,play,30.0
164543231.0,No More Room in Hell,play,25.0
164543231.0,Arma 2,play,10.9
164543231.0,Tactical Intervention,play,7.4
164543231.0,Robocraft,play,5.6
164543231.0,Dota 2,play,0.4
163617342.0,Dota 2,play,891.0
163617342.0,Counter-Strike Global Offensive,play,853.0
163617342.0,Heroes & Generals,play,3.3
163617342.0,Loadout,play,3.1
163617342.0,Fishing Planet,play,1.9
163617342.0,World of Guns Gun Disassembly,play,0.8
163617342.0,sZone-Online,play,0.8
163617342.0,Quake Live,play,0.2
163617342.0,Fractured Space,play,0.2
295931968.0,Team Fortress 2,play,6.6
165034415.0,Dota 2,play,3.6
298389371.0,Counter-Strike Global Offensive,play,231.0
27543430.0,F.E.A.R. 2 Project Origin,play,13.6
119410870.0,Team Fortress 2,play,4.5
243440565.0,Counter-Strike Nexon Zombies,play,42.0
124395695.0,Team Fortress 2,play,29.0
126656629.0,Dota 2,play,2.4
197821092.0,Dota 2,play,1.5
294797577.0,Dota 2,play,10.1
228507886.0,Dota 2,play,6.5
272425320.0,Nosgoth,play,5.4
49769103.0,Call of Duty Modern Warfare 2 - Multiplayer,play,153.0
49769103.0,Counter-Strike Source,play,63.0
49769103.0,Call of Duty Modern Warfare 2,play,26.0
49769103.0,Arma 2,play,22.0
202742019.0,Sleeping Dogs,play,104.0
202742019.0,Mortal Kombat Komplete Edition,play,6.3
202742019.0,Call of Duty Advanced Warfare,play,1.5
239397807.0,Dota 2,play,0.4
300601393.0,Euro Truck Simulator 2,play,12.0
109278470.0,Counter-Strike Global Offensive,play,75.0
109278470.0,Half-Life 2 Episode Two,play,0.5
197509386.0,Dota 2,play,550.0
92842632.0,Team Fortress 2,play,27.0
92842632.0,Dungeon Defenders,play,16.8
92842632.0,Chivalry Medieval Warfare,play,6.9
103973922.0,Empire Total War,play,303.0
103973922.0,Napoleon Total War,play,3.5
5270060.0,Counter-Strike Source,play,12.2
5270060.0,Battlefield Bad Company 2,play,2.9
5270060.0,Team Fortress 2,play,0.9
5270060.0,Pyroblazer,play,0.2
5270060.0,Counter-Strike,play,0.1
171847029.0,Counter-Strike Global Offensive,play,639.0
171847029.0,DayZ,play,479.0
171847029.0,PAYDAY 2,play,65.0
171847029.0,Grand Theft Auto V,play,33.0
171847029.0,War Thunder,play,30.0
171847029.0,Arma 3,play,19.8
171847029.0,H1Z1,play,11.3
171847029.0,Arma 2 Operation Arrowhead,play,4.2
171847029.0,This War of Mine,play,3.9
171847029.0,Arma 2,play,2.3
171847029.0,Sniper Elite V2,play,1.7
171847029.0,Team Fortress 2,play,1.0
171847029.0,Rising Storm/Red Orchestra 2 Multiplayer,play,0.8
171847029.0,Just Cause 2 Multiplayer Mod,play,0.8
171847029.0,Arma 2 Operation Arrowhead Beta (Obsolete),play,0.3
171847029.0,Arma Cold War Assault,play,0.3
111479516.0,Dota 2,play,865.0
64350600.0,Counter-Strike,play,271.0
64350600.0,Heroes & Generals,play,16.7
64350600.0,Unturned,play,10.7
64350600.0,Left 4 Dead 2,play,8.6
64350600.0,La Tale,play,8.4
64350600.0,Dota 2,play,2.4
64350600.0,Endless Sky,play,2.0
64350600.0,Amazing World,play,1.2
64350600.0,Codename CURE,play,0.3
64350600.0,Blacklight Retribution,play,0.3
64350600.0,Arma 2,play,0.2
64350600.0,Quake Live,play,0.2
117217039.0,Dota 2,play,60.0
93085014.0,Total War ROME II - Emperor Edition,play,31.0
