UserID,1,2,3,4,5,6,7,8,9,10
4064412,Dota 2,Team Fortress 2,Counter-Strike Global Offensive,Garry's Mod,Left 4 Dead 2,The Elder Scrolls V Skyrim,Terraria,PAYDAY 2,Borderlands 2,Sid Meier's Civilization V
4595423,Dota 2,Counter-Strike Global Offensive,Team Fortress 2,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Terraria,PAYDAY 2,Borderlands 2,Portal 2
4824107,Sid Meier's Civilization V,Team Fortress 2,Counter-Strike Global Offensive,Dota 2,Left 4 Dead 2,Portal 2,Rocket League,Terraria,The Elder Scrolls V Skyrim,Garry's Mod
4834220,Sid Meier's Civilization V,Fallout New Vegas,Counter-Strike Global Offensive,Team Fortress 2,Call of Duty Modern Warfare 2 - Multiplayer,The Elder Scrolls V Skyrim,Left 4 Dead 2,Call of Duty Modern Warfare 3 - Multiplayer,Dota 2,BioShock Infinite
4877411,Counter-Strike Condition Zero,Counter-Strike,Counter-Strike Condition Zero Deleted Scenes,Day of Defeat,GRID 2,Counter-Strike Nexon Zombies,Orcs Must Die!,HAWKEN,Rome Total War,Neverwinter
5220782,Counter-Strike Source,Counter-Strike Global Offensive,Team Fortress 2,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Terraria,PAYDAY 2,Portal 2
5232588,Counter-Strike,Counter-Strike Condition Zero,Day of Defeat,Football Manager 2013,Counter-Strike Source,Team Fortress 2,Napoleon Total War,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike Global Offensive,Left 4 Dead 2
5270060,Battlefield Bad Company 2,Day of Defeat Source,Left 4 Dead,Grand Theft Auto IV,Half-Life 2 Deathmatch,Grand Theft Auto Episodes from Liberty City,Dead Island,Half-Life 2 Episode Two,Alien Swarm,Borderlands
5387470,War Thunder,Counter-Strike,Insurgency,Counter-Strike Source,Arma 3,Arma 2 Operation Arrowhead,Rising Storm/Red Orchestra 2 Multiplayer,Rust,Empire Total War,Mount & Blade Warband
5860071,Grand Theft Auto V,Arma 3,H1Z1,Counter-Strike Source,Counter-Strike,Counter-Strike Global Offensive,Team Fortress 2,Clicker Heroes,Dota 2,The Elder Scrolls V Skyrim
5976642,Counter-Strike,Counter-Strike Source,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Terraria,PAYDAY 2
5990132,Cities Skylines,Euro Truck Simulator 2,Don't Starve,Don't Starve Together Beta,Prison Architect,Fallout 4,South Park The Stick of Truth,Fallout New Vegas,This War of Mine,Borderlands The Pre-Sequel
6144819,Grand Theft Auto V,Grand Theft Auto IV,Dota 2,Counter-Strike Global Offensive,Team Fortress 2,Fallout New Vegas,Left 4 Dead 2,The Elder Scrolls V Skyrim,Garry's Mod,Borderlands 2
6252885,Age of Empires II HD Edition,Company of Heroes 2,H1Z1,Rising Storm/Red Orchestra 2 Multiplayer,Total War SHOGUN 2,Counter-Strike Condition Zero,Empire Total War,Counter-Strike,Mount & Blade Warband,Call of Duty Modern Warfare 2 - Multiplayer
6439568,Dota 2,Counter-Strike,Call of Duty Black Ops II - Multiplayer,Call of Duty Ghosts - Multiplayer,Team Fortress 2,Counter-Strike Global Offensive,Garry's Mod,Left 4 Dead 2,The Elder Scrolls V Skyrim,PAYDAY 2
6717871,Fallout 4,South Park The Stick of Truth,Fallout New Vegas,Far Cry 3,Call of Duty Modern Warfare 2 - Multiplayer,Grand Theft Auto IV,Call of Duty Modern Warfare 2,Grand Theft Auto V,Cities Skylines,Borderlands
6928806,Football Manager 2012,Sid Meier's Civilization V,Counter-Strike Source,Counter-Strike Global Offensive,Team Fortress 2,Saints Row 2,Left 4 Dead 2,The Elder Scrolls V Skyrim,Garry's Mod,L.A. Noire
7015471,Counter-Strike Source,Counter-Strike Global Offensive,Left 4 Dead 2,Portal,Team Fortress 2,Portal 2,Half-Life 2,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Fallout New Vegas
7163917,Counter-Strike Source,Portal 2,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Half-Life 2,Garry's Mod,The Elder Scrolls V Skyrim,Half-Life 2 Episode Two,Portal
7203603,Path of Exile,Age of Empires II HD Edition,Dota 2,Sid Meier's Civilization V,Counter-Strike Condition Zero,Call of Duty Modern Warfare 2 - Multiplayer,Rust,Counter-Strike Global Offensive,The Lord of the Rings Online,Counter-Strike Source
7249363,Counter-Strike,Counter-Strike Condition Zero,Counter-Strike Source,Half-Life 2,Half-Life,Portal,Portal 2,Day of Defeat,Half-Life 2 Deathmatch,Half-Life 2 Episode One
7418489,Counter-Strike,Counter-Strike Condition Zero,Day of Defeat,Half-Life 2 Deathmatch,Counter-Strike Source,Day of Defeat Source,Counter-Strike Condition Zero Deleted Scenes,Half-Life 2,Half-Life,Killing Floor
7431946,Clicker Heroes,RIFT,The Mighty Quest For Epic Loot,TERA,Torchlight II,Magicka,Path of Exile,Dungeon Defenders,South Park The Stick of Truth,ARK Survival Evolved
7440594,Borderlands The Pre-Sequel,TERA,Clicker Heroes,Fallout New Vegas,South Park The Stick of Truth,One Finger Death Punch,The Witcher Enhanced Edition,Torchlight II,DC Universe Online,Defiance
7736384,Counter-Strike,Counter-Strike Condition Zero,Football Manager 2013,Day of Defeat,Napoleon Total War,Total War SHOGUN 2,Counter-Strike Source,Total War ROME II - Emperor Edition,Team Fortress 2,Counter-Strike Global Offensive
7907686,Fallout 4,Fallout New Vegas,Company of Heroes,Metro 2033,Fallout 3 - Game of the Year Edition,"Warhammer 40,000 Dawn of War II",Far Cry 3,Crusader Kings II,Alien Swarm,The Witcher 2 Assassins of Kings Enhanced Edition
7955670,Counter-Strike Source,Infestation Survivor Stories,Dota 2,Counter-Strike Global Offensive,Team Fortress 2,Counter-Strike,Counter-Strike Condition Zero,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim
8259307,Grand Theft Auto V,Clicker Heroes,Counter-Strike Source,The Witcher Enhanced Edition,Fallout New Vegas,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Global Offensive,Borderlands 2,Team Fortress 2
8542204,Tomb Raider,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Portal 2,Counter-Strike Global Offensive,Borderlands 2,Team Fortress 2,Left 4 Dead 2,Sid Meier's Civilization V,Dota 2
8585433,South Park The Stick of Truth,The Elder Scrolls IV Oblivion ,Grand Theft Auto San Andreas,Assassin's Creed IV Black Flag,Orcs Must Die!,Star Wars Knights of the Old Republic,Assassin's Creed II,Rome Total War,Neverwinter,Assassin's Creed Brotherhood
8776918,Tomb Raider,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 3,Half-Life 2 Episode Two,Grand Theft Auto IV,Battlefield Bad Company 2,Metro 2033,Max Payne 3,Call of Duty Black Ops II,Borderlands
8784496,Counter-Strike,"Warhammer 40,000 Dawn of War II",Counter-Strike Source,Football Manager 2015,Half-Life 2 Deathmatch,Half-Life 2,Football Manager 2013,Football Manager 2012,Total War ROME II - Emperor Edition,Napoleon Total War
8795607,Left 4 Dead,Left 4 Dead 2,Counter-Strike Global Offensive,Team Fortress 2,Battlefield Bad Company 2,Dota 2,Portal 2,Garry's Mod,Half-Life 2 Deathmatch,The Elder Scrolls V Skyrim
8865447,Dota 2,The Last Remnant,Warframe,Dead Island Epidemic,Counter-Strike Global Offensive,Team Fortress 2,Age of Empires II HD Edition,The Elder Scrolls V Skyrim,Garry's Mod,Left 4 Dead 2
9128105,Call of Duty Ghosts,Crusader Kings II,Might & Magic Heroes VI,Mount & Blade Warband,Age of Empires II HD Edition,Star Wars The Force Unleashed Ultimate Sith Edition,ARK Survival Evolved,Call of Duty Ghosts - Multiplayer,War of the Roses,Homefront
9134079,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops,Call of Duty Modern Warfare 3,Half-Life 2,Call of Duty Modern Warfare 3 - Multiplayer,Portal,Day of Defeat Source,Call of Duty 4 Modern Warfare
9180659,ARK Survival Evolved,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 3,H1Z1,Kerbal Space Program,Sid Meier's Civilization Beyond Earth,War Thunder,XCOM Enemy Unknown,Fallout New Vegas,Call of Duty Black Ops II
9209946,Counter-Strike,Counter-Strike Condition Zero,Day of Defeat,Football Manager 2013,Counter-Strike Source,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Napoleon Total War,Garry's Mod
9245216,Natural Selection 2,RIFT,Path of Exile,Age of Empires II HD Edition,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 2 - Multiplayer,Company of Heroes 2,Chivalry Medieval Warfare,"Warhammer 40,000 Dawn of War II",Supreme Commander 2
9365873,Half-Life 2,Half-Life 2 Episode One,Portal,Half-Life 2 Episode Two,Half-Life 2 Deathmatch,Killing Floor,Half-Life,Left 4 Dead,Borderlands,Half-Life 2 Lost Coast
9563573,DC Universe Online,Counter-Strike Global Offensive,Team Fortress 2,The Elder Scrolls V Skyrim,Left 4 Dead 2,Portal 2,Terraria,Torchlight II,Borderlands 2,Dota 2
9823354,Spec Ops The Line,The Sims(TM) 3,XCOM Enemy Unknown,Kerbal Space Program,Besiege,Far Cry 3 Blood Dragon,Sniper Elite 3,Elite Dangerous,Broforce,RAGE
9845449,Battlefield Bad Company 2,Dead Island,Euro Truck Simulator 2,PAYDAY The Heist,Left 4 Dead,Day of Defeat Source,Estranged Act I,Counter-Strike,Injustice Gods Among Us Ultimate Edition,Rising Storm/Red Orchestra 2 Multiplayer
9946133,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Counter-Strike Source,Garry's Mod,The Elder Scrolls V Skyrim,PAYDAY 2,Terraria,Portal 2,Borderlands 2
10064100,Half-Life 2,Portal,Half-Life 2 Episode One,Half-Life 2 Episode Two,Half-Life 2 Deathmatch,Left 4 Dead,Killing Floor,Borderlands,Torchlight II,Half-Life
10144504,Half-Life 2 Episode Two,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Deathmatch,Portal,Left 4 Dead,Borderlands,Day of Defeat Source,Counter-Strike Source,Half-Life 2 Lost Coast
10162301,Fallout 4,Don't Starve,Fallout New Vegas,Far Cry 3,Grand Theft Auto V,Banished,Don't Starve Together Beta,Supreme Commander 2,Dota 2,ARK Survival Evolved
10181060,Counter-Strike Source,Age of Empires III Complete Collection,Counter-Strike Global Offensive,Team Fortress 2,Left 4 Dead 2,Sid Meier's Civilization V,Garry's Mod,The Elder Scrolls V Skyrim,Terraria,Borderlands 2
10218563,South Park The Stick of Truth,The Witcher Enhanced Edition,Grand Theft Auto IV,Middle-earth Shadow of Mordor,XCOM Enemy Unknown,Grand Theft Auto V,Call of Duty Black Ops,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Black Ops - Multiplayer,Call of Duty Modern Warfare 3
10253354,Space Engineers,Tom Clancy's Ghost Recon Phantoms - EU,ARK Survival Evolved,Command and Conquer Red Alert 3,LEGO MARVEL Super Heroes,Empire Total War,Star Wars Empire at War Gold,Sins of a Solar Empire Rebellion,Spintires,Game Dev Tycoon
10302000,Age of Empires II HD Edition,Age of Empires III Complete Collection,Europa Universalis IV,Crusader Kings II,Medieval II Total War Kingdoms,Total War ROME II - Emperor Edition,Total War SHOGUN 2,The Elder Scrolls IV Oblivion ,Mount & Blade Warband,Dota 2
10385370,Age of Empires II HD Edition,Counter-Strike Source,Call of Duty Modern Warfare 2 - Multiplayer,Football Manager 2012,Insurgency Modern Infantry Combat,Call of Duty Modern Warfare 2,Football Manager 2015,Crusader Kings II,Football Manager 2011,Sid Meier's Civilization V
10450544,Dying Light,Counter-Strike Source,Call of Duty Black Ops II - Multiplayer,Grand Theft Auto V,Infestation Survivor Stories,Rocket League,Portal,Call of Duty Advanced Warfare - Multiplayer,Portal 2,Call of Duty Ghosts - Multiplayer
10599862,War Thunder,Supreme Commander 2,Tom Clancy's Ghost Recon Phantoms - EU,DayZ,"Warhammer 40,000 Dawn of War II  Retribution",Age of Empires II HD Edition,Rust,The Secret World,Company of Heroes (New Steam Version),Might & Magic Heroes VI
10934310,Half-Life 2 Deathmatch,Half-Life 2,Half-Life 2 Episode One,Half-Life 2 Episode Two,Portal,Half-Life,Killing Floor,Half-Life 2 Lost Coast,Day of Defeat Source,Left 4 Dead
11024186,Counter-Strike Source,Counter-Strike Global Offensive,Team Fortress 2,Fallout New Vegas,The Elder Scrolls V Skyrim,Left 4 Dead 2,Garry's Mod,Far Cry 3,Might & Magic X - Legacy ,Dota 2
11149819,The Walking Dead Season Two,GRID 2,Far Cry 3,Deus Ex Human Revolution - Director's Cut,Crysis 2 Maximum Edition,Mirror's Edge,Assassin's Creed IV Black Flag,Mass Effect,The Walking Dead,Mass Effect 2
11161178,Grand Theft Auto V,Age of Empires II HD Edition,PlanetSide 2,Killing Floor 2,The Secret World,Call of Duty 4 Modern Warfare,Alan Wake,Command and Conquer Red Alert 3,Aliens Colonial Marines,Star Wars Jedi Knight Jedi Academy
11207650,Half-Life Source,Counter-Strike Condition Zero,Zombie Panic Source,Crysis 2 Maximum Edition,Tom Clancy's Splinter Cell Conviction,Half-Life 2 Episode Two,Warface,Serious Sam HD The Second Encounter,Half-Life 2,Half-Life 2 Episode One
11300897,Dota 2,Warframe,Call of Duty Black Ops,ARK Survival Evolved,Counter-Strike Global Offensive,Team Fortress 2,Call of Duty Modern Warfare 2,The Elder Scrolls V Skyrim,Borderlands 2,Call of Duty Modern Warfare 2 - Multiplayer
11373749,Life Is Strange,L.A. Noire,The Talos Principle,The Walking Dead Season Two,Dragon Age Origins,Warframe,Spore,Universe Sandbox,Football Manager 2011,Don't Starve
11403772,Counter-Strike Nexon Zombies,Mount & Blade With Fire and Sword,Dungeons of Dredmor,Legend of Grimrock,Dying Light,H1Z1,Age of Wonders III,Brawlhalla,WAKFU,DiRT 3
11731710,Marvel Heroes 2015,Batman Arkham Asylum GOTY Edition,Happy Wars,Darksiders II,RIFT,DC Universe Online,Left 4 Dead,Borderlands,Tom Clancy's Ghost Recon Phantoms - EU,Command and Conquer Red Alert 3
11794760,South Park The Stick of Truth,Star Trek Online,Borderlands,Battlefield Bad Company 2,Batman Arkham Asylum GOTY Edition,Assassin's Creed II,Fallout 4,Star Wars Knights of the Old Republic,Grand Theft Auto IV,Saints Row The Third
11807754,Counter-Strike Source,Left 4 Dead 2,Left 4 Dead,Dota 2,Counter-Strike Global Offensive,Team Fortress 2,Portal 2,Battlefield Bad Company 2,The Elder Scrolls V Skyrim,Grand Theft Auto IV
11813637,Grand Theft Auto V,The Witcher Enhanced Edition,Fallout New Vegas,Deus Ex Human Revolution,BioShock Infinite,Tomb Raider,The Witcher 2 Assassins of Kings Enhanced Edition,Dishonored,Dragon Age Origins - Ultimate Edition,The Walking Dead
11940338,Spec Ops The Line,Middle-earth Shadow of Mordor,Sniper Elite 3,DARK SOULS II,Tomb Raider,METAL GEAR SOLID V THE PHANTOM PAIN,BattleBlock Theater,BioShock Infinite,Wolfenstein The New Order,Fallout New Vegas
11952990,Plants vs. Zombies Game of the Year,Banished,Mass Effect 2,Starbound,Borderlands,Magicka,Torchlight II,Dungeon Defenders,Portal,Might & Magic Heroes VI
11970504,Grand Theft Auto V,Arma 3,Rust,Kerbal Space Program,ARK Survival Evolved,Call of Duty Modern Warfare 3 - Multiplayer,DayZ,Call of Duty Modern Warfare 3,Far Cry 3,Trove
11978743,Fallout New Vegas,H1Z1,Fallout 4,Risen 2 - Dark Waters,Call of Duty Black Ops II - Multiplayer,Wolfenstein The New Order,Call of Duty World at War,Metro Last Light,Deus Ex Human Revolution,The Witcher 2 Assassins of Kings Enhanced Edition
12130111,Fallout New Vegas,Counter-Strike Source,Counter-Strike Global Offensive,Team Fortress 2,Sid Meier's Civilization V,Borderlands The Pre-Sequel,Half-Life 2 Episode One,Left 4 Dead 2,Fallout 4,Portal 2
12144171,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Day of Defeat Source,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,Dota 2,Mass Effect 2,ARK Survival Evolved,DiRT 3,Battlefield Bad Company 2
12195913,Half-Life 2 Episode Two,Left 4 Dead 2,Team Fortress 2,Counter-Strike Global Offensive,Half-Life 2,Portal 2,Garry's Mod,Counter-Strike Source,Dota 2,Half-Life 2 Episode One
12259303,Borderlands,Batman Arkham Asylum GOTY Edition,Fallout New Vegas,Grand Theft Auto IV,Saints Row The Third,Dragon Age Origins - Ultimate Edition,Left 4 Dead,Battlefield Bad Company 2,Fallout 4,The Witcher Enhanced Edition
12529679,Half-Life,Half-Life 2 Deathmatch,Killing Floor,Half-Life 2 Episode One,Counter-Strike,Half-Life 2,Counter-Strike Source,Zombie Panic Source,Half-Life 2 Lost Coast,Portal
12610800,Rust,Grand Theft Auto V,Assassin's Creed IV Black Flag,Mount & Blade With Fire and Sword,Assassin's Creed Brotherhood,Robocraft,The Witcher 2 Assassins of Kings Enhanced Edition,Just Cause 2,Guns of Icarus Online,Sid Meier's Civilization Beyond Earth
12660489,Dota 2,Counter-Strike,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,PAYDAY 2,Terraria,Sid Meier's Civilization V
12760368,Portal,Portal 2,Borderlands 2,Half-Life 2,Sid Meier's Civilization V,Left 4 Dead 2,The Elder Scrolls V Skyrim,DC Universe Online,Counter-Strike Global Offensive,Borderlands
12860805,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Ghosts - Multiplayer,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 2,Counter-Strike Source,Call of Duty Black Ops - Multiplayer,Day of Defeat Source,Call of Duty Black Ops,Half-Life 2 Deathmatch
12985315,Counter-Strike Source,Fallout New Vegas,Counter-Strike Global Offensive,Team Fortress 2,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Dota 2,Sid Meier's Civilization V,Terraria
13190476,Call of Duty Black Ops - Multiplayer,Call of Duty Black Ops,Company of Heroes (New Steam Version),Call of Duty Black Ops II - Multiplayer,"Warhammer 40,000 Dawn of War II",Supreme Commander 2,"Warhammer 40,000 Dawn of War II - Chaos Rising",Pillars of Eternity,Call of Duty 4 Modern Warfare,RAGE
13565651,Clicker Heroes,H1Z1,RIFT,TERA,Path of Exile,DC Universe Online,FINAL FANTASY XIV A Realm Reborn,Killing Floor 2,Grand Theft Auto V,Natural Selection 2
13863290,Counter-Strike Source,Counter-Strike Global Offensive,Team Fortress 2,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Terraria,PAYDAY 2,Borderlands 2
14098833,Counter-Strike,Counter-Strike Condition Zero,Football Manager 2013,Day of Defeat,Napoleon Total War,Total War SHOGUN 2,Counter-Strike Source,Total War ROME II - Emperor Edition,Team Fortress 2,Counter-Strike Global Offensive
14126086,Counter-Strike Source,Spore,Portal,BioShock Infinite,Portal 2,Sid Meier's Civilization V,The Stanley Parable,Life Is Strange,Left 4 Dead 2,Counter-Strike Global Offensive
14153959,Counter-Strike Global Offensive,Team Fortress 2,The Elder Scrolls V Skyrim,Left 4 Dead 2,Garry's Mod,Dota 2,Terraria,Sid Meier's Civilization V,Borderlands 2,PAYDAY 2
14216099,Football Manager 2015,Counter-Strike Source,Football Manager 2014,Total War ROME II - Emperor Edition,Football Manager 2013,Total War SHOGUN 2,Empire Total War,Football Manager 2010,Football Manager 2012,Counter-Strike
14258248,Counter-Strike Source,"Warhammer 40,000 Dawn of War - Game of the Year Edition",Football Manager 2010,Sid Meier's Civilization V,Insurgency Modern Infantry Combat,Counter-Strike Global Offensive,Team Fortress 2,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim
14417857,Half-Life 2 Episode One,Metro 2033,Borderlands,Deus Ex Human Revolution,Fallout New Vegas,Portal,BioShock,Half-Life 2,Portal 2,Killing Floor
14465359,Call of Duty Modern Warfare 2,Call of Duty Modern Warfare 2 - Multiplayer,Spec Ops The Line,Mafia II,Call of Duty Black Ops - Multiplayer,Crusader Kings II,Sniper Elite 3,Deus Ex Human Revolution - Director's Cut,Call of Duty Black Ops,Tom Clancy's Splinter Cell Conviction
14507290,Dota 2,Team Fortress 2,Counter-Strike Source,Counter-Strike Global Offensive,Left 4 Dead 2,Garry's Mod,The Elder Scrolls V Skyrim,Terraria,PAYDAY 2,Sid Meier's Civilization V
14544587,"Warhammer 40,000 Dawn of War II",Dragon Age Origins - Ultimate Edition,XCOM Enemy Unknown,Fallout New Vegas,Magic The Gathering  Duels of the Planeswalkers 2012,"Warhammer 40,000 Dawn of War II - Chaos Rising","Warhammer 40,000 Dawn of War II  Retribution",Age of Wonders III,DC Universe Online,Audiosurf
